"Index Name","Date","Open","High","Low","Close"
"NIFTY SMALLCAP 100","05 Aug 2026","19729.8","19823.65","19710.4","19783.70"
"NIFTY SMALLCAP 100","04 Aug 2026","19668.25","19757.75","19603.25","19635.25"
"NIFTY SMALLCAP 100","03 Aug 2026","19446.3","19610.85","19407.7","19589.35"
"NIFTY SMALLCAP 100","31 Jul 2026","19310.8","19416.3","19274.25","19339.65"
"NIFTY SMALLCAP 100","30 Jul 2026","19364.95","19366.5","19232.9","19254.45"
"NIFTY SMALLCAP 100","29 Jul 2026","19160.9","19378.25","19113.75","19362.35"
"NIFTY SMALLCAP 100","28 Jul 2026","19118","19145.3","19019.25","19080.70"
"NIFTY SMALLCAP 100","27 Jul 2026","19024.35","19142.05","19006.9","19122.60"
"NIFTY SMALLCAP 100","24 Jul 2026","18824.8","18896.1","18648.5","18874.95"
"NIFTY SMALLCAP 100","23 Jul 2026","19100.5","19138","18919.05","18936.35"
"NIFTY SMALLCAP 100","22 Jul 2026","19418.5","19422.15","19112.1","19129.25"
"NIFTY SMALLCAP 100","21 Jul 2026","19372.9","19441.95","19335.65","19428.05"
"NIFTY SMALLCAP 100","20 Jul 2026","19274.8","19396.1","19231.05","19326.45"
"NIFTY SMALLCAP 100","17 Jul 2026","19372.8","19381.55","19115.45","19296.30"
"NIFTY SMALLCAP 100","16 Jul 2026","19446.3","19455.8","19277.1","19336.25"
"NIFTY SMALLCAP 100","15 Jul 2026","19302.8","19470.5","19291.8","19355.35"
"NIFTY SMALLCAP 100","14 Jul 2026","19367.95","19371.4","19205.9","19227.35"
"NIFTY SMALLCAP 100","13 Jul 2026","19295.25","19449.1","19213","19422.95"
"NIFTY SMALLCAP 100","10 Jul 2026","19257.85","19444.35","19228.95","19416.50"
"NIFTY SMALLCAP 100","09 Jul 2026","18846.4","19162.6","18831.35","19120.85"
"NIFTY SMALLCAP 100","08 Jul 2026","19120.4","19201.55","18706.75","18783.30"
"NIFTY SMALLCAP 100","07 Jul 2026","19352.25","19360.05","19161.95","19213.40"
"NIFTY SMALLCAP 100","06 Jul 2026","19186.25","19335.9","19136.4","19319.10"
"NIFTY SMALLCAP 100","03 Jul 2026","19259.05","19277.35","19153.7","19175.10"
"NIFTY SMALLCAP 100","02 Jul 2026","19008.85","19179.2","18984.1","19167.80"
"NIFTY SMALLCAP 100","01 Jul 2026","18901.25","19023.7","18891.85","18931.05"
"NIFTY SMALLCAP 100","30 Jun 2026","18732.25","18909.6","18697.05","18863.10"
"NIFTY SMALLCAP 100","29 Jun 2026","18778.75","18797.3","18596.35","18673.10"
"NIFTY SMALLCAP 100","25 Jun 2026","18954.9","18962.1","18766.95","18790.35"
"NIFTY SMALLCAP 100","24 Jun 2026","18792.6","18894.8","18665.1","18879.30"
"NIFTY SMALLCAP 100","23 Jun 2026","18942.35","19001.9","18742.8","18805.90"
"NIFTY SMALLCAP 100","22 Jun 2026","18878.85","18924.5","18824.1","18897.00"
"NIFTY SMALLCAP 100","19 Jun 2026","18676.6","18826.65","18638.3","18784.45"
"NIFTY SMALLCAP 100","18 Jun 2026","18676.3","18764.35","18633.25","18705.60"
"NIFTY SMALLCAP 100","17 Jun 2026","18543.95","18644.3","18525.2","18623.20"
"NIFTY SMALLCAP 100","16 Jun 2026","18468.7","18520.2","18384.85","18477.75"
"NIFTY SMALLCAP 100","15 Jun 2026","18485.7","18532.7","18368.45","18400.00"
"NIFTY SMALLCAP 100","12 Jun 2026","17946.9","18212.55","17900.8","18197.45"
"NIFTY SMALLCAP 100","11 Jun 2026","17735.1","17864.25","17631.55","17702.60"
"NIFTY SMALLCAP 100","10 Jun 2026","18107.15","18136.05","17790.4","17822.50"
"NIFTY SMALLCAP 100","09 Jun 2026","17847.6","18088","17847.3","18063.60"
"NIFTY SMALLCAP 100","08 Jun 2026","17899","18020.65","17700.95","17763.45"
"NIFTY SMALLCAP 100","05 Jun 2026","18176.1","18229","18024.25","18110.30"
"NIFTY SMALLCAP 100","04 Jun 2026","17984.3","18176.55","17960.9","18121.05"
"NIFTY SMALLCAP 100","03 Jun 2026","18078.65","18094.5","17781.35","18032.05"
"NIFTY SMALLCAP 100","02 Jun 2026","17897.6","18073.8","17787.9","18052.30"
"NIFTY SMALLCAP 100","01 Jun 2026","18238.95","18295.65","17949.7","17979.80"
"NIFTY SMALLCAP 100","29 May 2026","18366.85","18415.5","18093.8","18138.80"
"NIFTY SMALLCAP 100","27 May 2026","18305","18390.05","18249.7","18294.30"
"NIFTY SMALLCAP 100","26 May 2026","18227.2","18393.1","18217.15","18267.20"
"NIFTY SMALLCAP 100","25 May 2026","18130.2","18216.85","18118.55","18202.70"
"NIFTY SMALLCAP 100","22 May 2026","18020.55","18037.45","17933","17956.20"
"NIFTY SMALLCAP 100","21 May 2026","17998.05","18056.25","17926.55","17983.05"
"NIFTY SMALLCAP 100","20 May 2026","17771.8","17890.9","17654.15","17870.90"
"NIFTY SMALLCAP 100","19 May 2026","17703.6","17921","17699","17863.55"
"NIFTY SMALLCAP 100","18 May 2026","17777.7","17777.9","17420.8","17656.75"
"NIFTY SMALLCAP 100","15 May 2026","18035.25","18045.6","17837.5","17882.60"
"NIFTY SMALLCAP 100","14 May 2026","18104.45","18145.9","17782.75","17991.55"
"NIFTY SMALLCAP 100","13 May 2026","17977.95","18129.95","17908.35","17994.05"
"NIFTY SMALLCAP 100","12 May 2026","18512.5","18550.15","17913.45","17939.00"
"NIFTY SMALLCAP 100","11 May 2026","18648.6","18663.4","18450.75","18525.80"
"NIFTY SMALLCAP 100","08 May 2026","18714.4","18795.8","18669.1","18737.00"
"NIFTY SMALLCAP 100","07 May 2026","18635.1","18728.2","18567.55","18695.65"
"NIFTY SMALLCAP 100","06 May 2026","18365.9","18565.15","18305.15","18534.10"
